"","REPLICATEID","X","SITE","SITEVISITID","fdis","fmpd","fnnd","feve","fric","fdiv","fori","fspe","fide_PC1","fide_PC2","fide_PC3","fide_PC4","nb_sp","nb_fe","fred","fored","fvuln","TotFish","DIVER","LATITUDE","LONGITUDE","DEPTH","Revised_DEPTH_BIN","OBS_YEAR","SlopeMEAN_400m","Slope_cat","HARD_CORAL","SlopeMEAN_400m_c","DEPTH_c","HARD_CORAL_c","SECTOR","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","NA","Cor","H","MI","Om","Par","Pisc","Pk","SI","TotFish1"
"229","1845961983",201,"JAR-00443","8728",0.703649712,0.775630941,1.278909313,0.406961,0.228302305,0.958151276,0.353988637,0.660544025,-0.202818513,0.027954928,0.093633017,0.068286048,25,21,1.19047619,0.12952381,0.80952381,50.19759308,"KCL",-0.3723871,-159.976,9.3,"Shallow","2015",7.514235658,"Low",1,-0.953313906916336,-0.276798222543165,-0.916947058070712,"EAST",36.538802589,8.298897368,2.484730567,2.87516256,0,0,2.484730567,1.212114787,0,0,36.538802589,8.298897368,1.663047773,50.19759308
"230","1845961984",278,"JAR-00538","8720",0.658454476,0.645947404,1.003983485,0.600463,0.188529144,0.851915394,0.301417838,0.527024454,-0.038793096,-0.009226387,-0.050496802,0.003177543,19,19,1,0,1,37.31290697,"KSM",-0.3684338,-159.9832,5.35,"Shallow","2015",2.64548142,"Low",15,-1.34060299357702,-0.9035129826314,0.213848889372289,"EAST",11.427303511,8.051988081,8.400362384,9.433252994,0,3.304665926,8.400362384,6.128587068,0,0,11.427303511,8.051988081,0,37.31290697
"231","1845961985",203,"JAR-00447","8732",0.225515772,0.962073498,0.901929622,0.411991,0.392563828,0.988835327,0.842451962,0.883271151,-0.463337235,-0.110925011,0.081615317,-0.207984141,40,34,1.176470588,0.127941176,0.852941176,1328.709048,"EC",-0.3820304,-159.9752,10.65,"Mid","2015",16.39528988,"Mid",12.5,-0.246863096280365,-0.0626045703611094,0.0119210416146099,"EAST",123.519179133,19.693876382,41.061549699,15.275817041,1129.158626,0.334092227,41.061549699,14.190263634,0.092479368,0,123.519179133,19.693876382,0.658981812,199.550422
"232","1845961986",215,"JAR-00467","8725",0.667581127,0.653409054,0.885469891,0.458045,0.305680628,0.878456347,0.349884046,0.547739715,-0.066134317,0.075348888,-0.020987526,0.085681132,32,30,1.066666667,0.058333333,0.933333333,133.7512158,"JMM",-0.3784474,-159.9784,6.85,"Shallow","2015",0.72975136,"Low",14,-1.49299132721586,-0.66552003576245,0.133077750269217,"EAST",33.889603416,41.912864916,37.065512641,20.883234789,0,0.405659555,37.065512641,19.872476411,0,0,33.889603416,41.912864916,0.605098823,133.7512158
"233","1845961987",237,"JAR-00488","8721",0.640951763,0.741060913,1.015215933,0.375084,0.272985121,0.960874071,0.416868573,0.641659299,-0.184270678,-0.043860616,0.133082878,0.100216311,27,25,1.08,0.068148148,0.92,142.9349509,"AEG",-0.373009,-159.9809,7.45,"Shallow","2015",0.749057579,"Low",25,-1.49145559804205,-0.57032285701487,1.021560280403,"EAST",96.617880435,16.982535503,7.422193887,21.912341051,0,1.9649518,7.422193887,19.09324015,0.854149101,0,96.617880435,16.982535503,0,142.9349509
"234","1845961988",204,"JAR-00447","8732",0.152116239,0.940148521,0.896802739,0.381787,0.503892338,0.996668281,0.856274355,0.901087349,-0.485644148,-0.110822447,0.08633477,-0.21610048,45,40,1.125,0.097222222,0.875,3498.687582,"KCL",-0.3820304,-159.9752,10.65,"Mid","2015",16.39528988,"Mid",12.5,-0.246863096280365,-0.0626045703611094,0.0119210416146099,"EAST",346.451176602,63.94135176,37.683210929,9.577087302,3041.034755,1.479659456,37.683210929,7.827541806,0,0,346.451176602,63.94135176,0.26988604,457.652827
"235","1845961989",240,"JAR-00490","8723",0.58976963,0.623813798,1.097183137,0.425848,0.156044051,0.880991304,0.350584633,0.544283887,0.059341448,0.169418078,-0.000842649,0.046831756,22,20,1.1,0.081818182,0.9,103.9604301,"KSM",-0.3763303,-159.9763,8.8,"Shallow","2015",0.883613645,"Low",17.5,-1.48075222437429,-0.356129204832815,0.415776737129967,"EAST",2.320133072,66.334038759,25.351865172,9.95439305,0,1.075658896,25.351865172,3.953628815,3.675632932,0,2.320133072,66.334038759,1.249472407,103.9604301
"236","1845961990",262,"JAR-00514","8722",0.525107955,0.55458977,1.020634771,0.558309,0.110161687,0.849761613,0.269134464,0.494576667,0.125845971,0.104454586,0.066646478,0.022254012,20,19,1.052631579,0.047368421,0.947368421,27.08140511,"AEG",-0.3752726,-159.9796,5.05,"Shallow","2015",0.745484801,"Low",7.5,-1.49173979762593,-0.95111157200519,-0.391934653900747,"EAST",3.271280386,11.046527399,7.837146456,4.926450868,0,1.064785918,7.837146456,3.86166495,0,0,3.271280386,11.046527399,0,27.08140511
"237","1845961991",196,"JAR-00435","8726",0.801254696,0.779089876,0.804937183,0.441492,0.406028701,0.923279832,0.466391602,0.694995475,-0.228456657,-0.025384865,0.019402376,-0.002704913,43,37,1.162162162,0.120678818,0.864864865,352.7099391,"EC",-0.3699135,-159.9761676,22.5,"Deep","2015",14.09295936,"Mid",31,-0.430003883573031,1.8175397099036,1.50618711502143,"EAST",209.06063136,96.064788534,37.489676269,10.094842947,0,1.451302505,37.489676269,6.433406828,0,0,209.06063136,96.064788534,2.210133614,352.7099391
"238","1845961992",270,"JAR-00526","8724",0.249739361,0.439570744,0.42838375,0.370343,0.055021958,0.743313229,0.235885097,0.431406861,0.19651449,0.088034477,-0.054162091,0.050917892,19,17,1.117647059,0.092879257,0.882352941,56.95824797,"AEG",-0.3771615,-159.9835,3,"Shallow","2015",0.816929155,"Low",6,-1.48605669733885,-1.27636859939276,-0.513091362555355,"EAST",1.949567774,1.330188581,53.184049252,0.494442365,0,0.115241689,53.184049252,0.379200676,0,0,1.949567774,1.330188581,0,56.95824797
"239","1845961993",216,"JAR-00467","8725",0.67996722,0.673887578,0.854801346,0.448086,0.251341711,0.927220847,0.371309918,0.580369849,-0.073172408,0.009868232,0.104808234,0.115864369,28,27,1.037037037,0.034391534,0.962962963,124.4868186,"AEG",-0.3784474,-159.9784,6.85,"Shallow","2015",0.72975136,"Low",14,-1.49299132721586,-0.66552003576245,0.133077750269217,"EAST",60.17781105,27.443766193,25.836495278,11.028746095,0,1.171999372,25.836495278,8.216899378,1.639847345,0,60.17781105,27.443766193,0,124.4868186
"240","1845961994",238,"JAR-00488","8721",0.65011111,0.632131866,0.674611185,0.322668,0.236490711,0.93600208,0.370245705,0.514486447,-0.044460308,-0.04343182,0.036200174,0.060050079,31,28,1.107142857,0.08640553,0.892857143,72.34425398,"KSM",-0.373009,-159.9809,7.45,"Shallow","2015",0.749057579,"Low",25,-1.49145559804205,-0.57032285701487,1.021560280403,"EAST",19.470107399,13.425554651,8.336381808,31.112210125,0,3.054022717,8.336381808,23.334508427,2.823481572,0,19.470107399,13.425554651,1.900197409,72.34425398
"241","1845961995",269,"JAR-00526","8724",0.159163518,0.405848206,0.315166911,0.476721,0.042683871,0.670141249,0.228021424,0.423385675,0.202594245,0.122490525,-0.030728625,0.058482472,16,15,1.066666667,0.058333333,0.933333333,35.07371836,"KSM",-0.3771615,-159.9835,3,"Shallow","2015",0.816929155,"Low",6,-1.48605669733885,-1.27636859939276,-0.513091362555355,"EAST",0,0.366989623,30.881580152,3.825148581,0,0.152701136,30.881580152,3.672447445,0,0,0,0.366989623,0,35.07371836
"242","1845961996",202,"JAR-00443","8728",0.676462213,0.660641379,0.894541989,0.222683,0.066298379,0.784205874,0.269899197,0.532898062,-0.071704435,0.074430396,0.034835315,-0.005499625,15,13,1.153846154,0.112820513,0.846153846,11.80577405,"EC",-0.3723871,-159.976,9.3,"Shallow","2015",7.514235658,"Low",1,-0.953313906916336,-0.276798222543165,-0.916947058070712,"EAST",4.342531273,4.111627357,0.049257868,3.302357547,0,0,0.049257868,3.302357547,0,0,4.342531273,4.111627357,0,11.80577405
"243","1845961997",249,"JAR-00503","8751",0.602427061,0.704117063,1.261483725,0.514803,0.236976295,0.930020185,0.43873331,0.581078839,-0.07986164,0.139681471,-0.057095856,0.108541914,30,26,1.153846154,0.117948718,0.884615385,181.7254076,"AEG",-0.3635276,-159.9937,4.9,"Shallow","2015",17.26420615,"Mid",5.5,-0.177744432215047,-0.974910866692085,-0.55347693210689,"NORTH",54.932492725,10.084757545,106.97270433,9.735453018,0,0.345725068,106.97270433,9.38972795,0,0,54.932492725,10.084757545,0,181.7254076
"244","1845961998",191,"JAR-00433","8750",0.657628006,0.729543253,0.855918689,0.318078,0.379108136,0.962778595,0.354584282,0.587228292,-0.153409161,0.078931389,-0.002530321,0.041824993,35,32,1.09375,0.077678571,0.90625,177.1251851,"JMM",-0.3625829,-159.9924,21.8,"Deep","2015",21.52877188,"Mid",7,0.161483979374408,1.70647633469809,-0.432320223452283,"NORTH",79.120300107,82.165526382,10.990613471,4.848745138,0,0,10.990613471,1.564870142,0,0,79.120300107,82.165526382,3.283874996,177.1251851
"245","1845961999",266,"JAR-00521","8745",0.38440871,0.440776773,0.625201527,0.521331,0.071669333,0.711428237,0.42614308,0.336137024,0.094882068,0.000874566,-0.015978935,-0.020447644,23,20,1.15,0.110869565,0.85,15.1083213,"PMA",-0.3659027,-159.9835,6,"Shallow","2015",13.31159928,"Mid",9,-0.492157818017796,-0.800382705654855,-0.27077794524614,"EAST",2.377960921,5.544062438,0.627934164,6.55836378,0,0.886894574,0.627934164,4.760603822,0,0,2.377960921,5.544062438,0.910865384,15.1083213
"246","1845962000",217,"JAR-00470","8746",0.628933766,0.620432667,1.165582048,0.316933,0.233369837,0.924137128,0.298944166,0.528759036,0.047924193,0.042823731,0.090642212,0.032995036,28,25,1.12,0.098571429,0.92,61.35137428,"PMA",-0.36716759,-159.9815376,8.7,"Shallow","2015",9.941750152,"Low",30,-0.760215256773125,-0.371995401290745,1.42541597591836,"EAST",16.721884255,30.771375952,8.236281962,5.621832106,0,1.522394027,8.236281962,4.099438079,0,0,16.721884255,30.771375952,0,61.35137428
"247","1845962001",250,"JAR-00503","8751",0.402625918,0.525816091,0.555643892,0.528948,0.165230473,0.865875714,0.372131176,0.456699222,0.026922967,0.117984323,-0.139579936,0.076324693,45,36,1.25,0.166666667,0.833333333,81.36877298,"JMM",-0.3635276,-159.9937,4.9,"Shallow","2015",17.26420615,"Mid",5.5,-0.177744432215047,-0.974910866692085,-0.55347693210689,"NORTH",1.515415061,6.952250521,49.057483091,23.843624304,0,0.18151405,49.057483091,21.136953238,0,0,1.515415061,6.952250521,2.525157016,81.36877298
"248","1845962002",231,"JAR-00481","8748",0.621404744,0.638256221,0.735339997,0.558575,0.358461776,0.870860669,0.306598441,0.550009678,0.044097091,0.136652192,0.044599286,0.052934511,38,36,1.055555556,0.049707602,0.944444444,130.3286375,"PMA",-0.3815311,-159.9733,11.05,"Mid","2015",12.65989742,"Low",22.5,-0.543997982009756,0.000860215470610717,0.819632432645325,"EAST",12.457252642,72.9327207,28.135501913,16.803162257,0,1.485597362,28.135501913,13.069982911,1.837816466,0,12.457252642,72.9327207,0.409765518,130.3286375
"249","1845962003",246,"JAR-00496","8752",0.66543347,0.625134042,0.794416867,0.548726,0.239862663,0.895727947,0.394478222,0.549257434,-0.007907219,0.060036578,0.076785839,0.093241257,45,34,1.323529412,0.179738562,0.735294118,87.62033161,"AEG",-0.3637798,-159.9886,10.65,"Mid","2015",23.38542709,"Mid",14,0.30917315516244,-0.0626045703611094,0.133077750269217,"NORTH",27.734913423,24.730316533,21.688247165,11.816736038,1.65011845,1.715874972,21.688247165,9.189995682,0,0,27.734913423,24.730316533,0.910865384,85.97021316
"250","1845962004",274,"JAR-00530","8755",0.097963057,0.861154816,0.938494087,0.559851,0.200217926,0.996449215,0.314682164,0.768837049,-0.235111996,0.393902533,-0.045443924,-0.089231841,25,24,1.041666667,0.038333333,0.958333333,291.7228032,"EC",-0.3717572,-159.9807,5.25,"Shallow","2015",0.715937838,"Low",8.5,-1.49409013525944,-0.91937917908933,-0.311163514797676,"EAST",6.439044668,281.975362633,2.213232329,1.095163539,0,0.172511596,2.213232329,0.906440068,0.016211875,0,6.439044668,281.975362633,0,291.7228032
"251","1845962005",294,"JAR-00563","8753",0.742567906,0.716804157,0.525147331,0.508065,0.38142564,0.917324312,0.333477485,0.611417485,-0.128714448,0.081562792,0.002077124,0.020181983,47,42,1.119047619,0.096251266,0.904761905,241.6901956,"JMM",-0.3723797,-159.9742,10.7,"Mid","2015",13.37655875,"Mid",22.5,-0.48699056319727,-0.0546714721321446,0.819632432645325,"EAST",104.909668918,76.647311639,21.690001229,38.443213849,0,0.793390155,21.690001229,33.691144598,0,0,104.909668918,76.647311639,3.958679096,241.6901956
"252","1845962006",297,"JAR-00571","8754",0.625439003,0.591492841,0.948048316,0.342073,0.221891268,0.884761364,0.331137256,0.504005048,0.065113437,0.005954991,0.037753374,0.003992708,27,26,1.038461538,0.035612536,0.961538462,75.33740382,"AEG",-0.3729913,-159.9764,9.25,"Shallow","2015",4.627531386,"Low",16.5,-1.18293918810975,-0.28473132077213,0.335005598026896,"EAST",19.641360804,29.246872147,16.865917783,9.583253086,0,2.68914724,16.865917783,4.283483604,0,0,19.641360804,29.246872147,2.610622242,75.33740382
"253","1845962007",232,"JAR-00481","8748",0.614323195,0.778240494,1.508139334,0.581024,0.323491357,0.948255596,0.297660062,0.690208566,-0.160364921,0.2615968,-0.028999199,-0.03612862,33,30,1.1,0.081818182,0.9,241.4813501,"KSM",-0.3815311,-159.9733,11.05,"Mid","2015",12.65989742,"Low",22.5,-0.543997982009756,0.000860215470610717,0.819632432645325,"EAST",14.133914428,171.170041794,35.810722126,20.366671714,0,1.207686511,35.810722126,16.426337182,1.837816466,0,14.133914428,171.170041794,0.894831555,241.4813501
"254","1845962008",293,"JAR-00563","8753",0.715697262,0.673565727,0.524159202,0.436011,0.304808943,0.87224275,0.312123539,0.565072742,-0.084927243,0.019218785,-0.035460838,0.019839297,42,34,1.235294118,0.151260504,0.794117647,150.9053726,"EC",-0.3723797,-159.9742,10.7,"Mid","2015",13.37655875,"Mid",22.5,-0.48699056319727,-0.0546714721321446,0.819632432645325,"EAST",60.186000997,28.374037998,29.626937627,32.718395988,0,1.903968838,29.626937627,29.960278049,0.854149101,0,60.186000997,28.374037998,0,150.9053726
"255","1845962010",273,"JAR-00530","8755",0.368706488,0.81934896,1.728982234,0.530895,0.2578074,0.990518796,0.319049361,0.729733614,-0.188628999,0.331043834,-0.033532434,-0.086278534,29,26,1.115384615,0.095490716,0.923076923,153.0938462,"AEG",-0.3717572,-159.9807,5.25,"Shallow","2015",0.715937838,"Low",8.5,-1.49409013525944,-0.91937917908933,-0.311163514797676,"EAST",11.214476069,134.43867244,4.013720198,3.42697752,0,0.523397401,4.013720198,2.903580119,0,0,11.214476069,134.43867244,0,153.0938462
"256","1845962011",253,"JAR-00507","8749",0.439911986,0.525072135,0.827072036,0.567641,0.054057312,0.640230559,0.284366187,0.458143831,0.120845312,0.100024877,-0.033007598,0.003342036,19,17,1.117647059,0.099071207,0.941176471,13.56887803,"PMA",-0.3797782,-159.9834,5.35,"Shallow","2015",7.383269034,"Low",25,-0.963731755448537,-0.9035129826314,1.021560280403,"EAST",0.309476624,3.171710236,7.028366014,3.059325151,0,0.429049559,7.028366014,1.380803185,0,0,0.309476624,3.171710236,1.249472407,13.56887803
"257","1845962012",287,"JAR-00552","8747",0.815835033,0.82412123,0.966376065,0.453085,0.404265268,0.949934136,0.440990382,0.733933815,-0.244731223,-0.061590722,0.071899094,-0.005459428,38,36,1.055555556,0.049707602,0.944444444,254.522375,"KSM",-0.377589,-159.972,11.45,"Mid","2015",9.990875725,"Low",20,-0.756307522398208,0.0643250013023306,0.617704584887646,"EAST",133.302776992,36.733083235,30.343576722,54.142938015,0,3.063431971,30.343576722,47.019902469,1.837816466,0,133.302776992,36.733083235,2.221787109,254.522375
"258","1845962013",298,"JAR-00571","8754",0.670824738,0.659736312,0.811091257,0.499846,0.263544462,0.893809476,0.33887736,0.551407045,-0.053417404,0.021889515,0.076709482,0.104597103,30,28,1.071428571,0.061904762,0.928571429,69.33484053,"JMM",-0.3729913,-159.9764,9.25,"Shallow","2015",4.627531386,"Low",16.5,-1.18293918810975,-0.28473132077213,0.335005598026896,"EAST",25.675897859,17.288738933,21.224695702,5.145508033,0,1.445525881,21.224695702,3.699982152,0,0,25.675897859,17.288738933,0,69.33484053
"259","1845962015",245,"JAR-00496","8752",0.641815625,0.624865512,0.817151795,0.422485,0.232670097,0.903390848,0.329726538,0.52211495,-0.040998237,-0.008234726,-0.015113428,0.101769792,44,34,1.294117647,0.180481283,0.794117647,86.20213875,"EC",-0.3637798,-159.9886,10.65,"Mid","2015",23.38542709,"Mid",14,0.30917315516244,-0.0626045703611094,0.133077750269217,"NORTH",28.166756962,8.729319789,25.181417731,24.124644268,0,0.612297662,25.181417731,21.34654317,0,0,28.166756962,8.729319789,2.165803436,86.20213875
"260","1845962016",199,"JAR-00437","8744",0.659432986,0.63621751,0.566555454,0.322822,0.330889747,0.854171448,0.306566289,0.517533505,-0.008207076,0.022114496,-0.035425175,0.000820218,34,31,1.096774194,0.082542694,0.935483871,130.9831039,"KSM",-0.3642535,-159.986,24.55,"Deep","2015",21.23598033,"Mid",8.5,0.138193633130099,2.14279673729116,-0.311163514797676,"NORTH",40.481029717,47.319949796,15.723855223,27.458269212,0,0.07779247,15.723855223,22.363671914,1.971330211,0,40.481029717,47.319949796,3.045474617,130.9831039
"261","1845962017",288,"JAR-00552","8747",0.718647251,0.916380464,1.160388883,0.408745,0.508125542,0.973458823,0.49741092,0.846763346,-0.389780979,-0.064305839,-0.006157882,-0.075534749,54,48,1.125,0.099537037,0.895833333,855.7976554,"KCL",-0.377589,-159.972,11.45,"Mid","2015",9.990875725,"Low",20,-0.756307522398208,0.0643250013023306,0.617704584887646,"EAST",569.366452006,165.401821324,81.312273654,39.717108385,0,1.65113984,81.312273654,31.819514241,0,0,569.366452006,165.401821324,6.246454304,855.7976554
"262","1845962018",192,"JAR-00433","8750",0.696702028,0.679385891,0.549697659,0.412053,0.317770503,0.921192503,0.371715902,0.586329425,0.007752256,0.063891177,0.10800184,0.064224696,42,37,1.135135135,0.106177606,0.891891892,57.73673775,"EC",-0.3625829,-159.9924,21.8,"Deep","2015",21.52877188,"Mid",7,0.161483979374408,1.70647633469809,-0.432320223452283,"NORTH",24.198777453,24.011728971,7.256402979,2.269828349,0,1.164119608,7.256402979,0.873631854,0,0,24.198777453,24.011728971,0.232076887,57.73673775
"263","1845962019",265,"JAR-00521","8745",0.383626377,0.427617876,0.516056173,0.595881,0.037859721,0.746728833,0.295601082,0.359945768,0.089429302,-0.002001505,-0.052609851,0.019372853,23,20,1.15,0.110869565,0.85,19.97729159,"KSM",-0.3659027,-159.9835,6,"Shallow","2015",13.31159928,"Mid",9,-0.492157818017796,-0.800382705654855,-0.27077794524614,"EAST",0.282890722,3.200524406,6.117509594,10.376366869,0,1.527011358,6.117509594,8.849355511,0,0,0.282890722,3.200524406,0,19.97729159
"264","1845962020",254,"JAR-00507","8749",0.018996241,1.056077005,2.684277129,0.491402,0.196824625,0.9997296,0.905139261,0.909714878,-0.499117743,-0.113100615,0.09578347,-0.237913067,18,16,1.125,0.104166667,0.9375,4011.57022,"KCL",-0.3797782,-159.9834,5.35,"Shallow","2015",7.383269034,"Low",25,-0.963731755448537,-0.9035129826314,1.021560280403,"EAST",27.38595712,2.924989884,1.477858157,0.766366982,3979.015048,0.025894631,1.477858157,0.740472351,0,0,27.38595712,2.924989884,0,32.5551719999999
"265","1845962021",200,"JAR-00437","8744",0.694735716,0.688539234,0.758845415,0.525554,0.433580946,0.867237754,0.361814079,0.551534913,-0.040720743,-0.02545892,0.048941752,0.068007446,33,30,1.1,0.084848485,0.933333333,166.6337795,"KCL",-0.3642535,-159.986,24.55,"Deep","2015",21.23598033,"Mid",8.5,0.138193633130099,2.14279673729116,-0.311163514797676,"NORTH",87.495887582,29.211065567,34.570291213,15.356535098,0,0,34.570291213,12.382252478,0,0,87.495887582,29.211065567,2.97428262,166.6337795
"266","1845962022",218,"JAR-00470","8746",0.682460832,0.723938338,1.216511762,0.553091,0.18836515,0.934295209,0.383772719,0.620521686,-0.124184989,0.021704586,0.10327519,0.134797366,24,22,1.090909091,0.075757576,0.909090909,116.4527792,"KCL",-0.36716759,-159.9815376,8.7,"Shallow","2015",9.941750152,"Low",30,-0.760215256773125,-0.371995401290745,1.42541597591836,"EAST",65.005850193,22.619193798,19.884862943,8.942872242,0,1.880369221,19.884862943,6.621033801,0.44146922,0,65.005850193,22.619193798,0,116.4527792
"267","1845962023",279,"JAR-00539","8765",0.596360834,0.564052407,0.872104573,0.399842,0.182957224,0.791343031,0.344265507,0.495287464,0.035181314,0.015895416,-0.03807495,0.062614641,28,26,1.076923077,0.065934066,0.923076923,64.88135249,"PMA",-0.36619747,-160.0065382,2.5,"Shallow","2015",35.4384013,"High",3.5,1.26793696724864,-1.35569958168241,-0.715019210313033,"WEST",13.791176372,3.717227035,41.152289164,6.220659915,0,0.038296917,41.152289164,5.465917828,0,0,13.791176372,3.717227035,0.71644517,64.88135249
"268","1845962024",181,"JAR-00423","8766",0.734309326,0.714164468,0.572282988,0.453617,0.321881961,0.941401691,0.285901944,0.610012231,-0.055534108,0.067678519,0.108930671,0.041844818,31,27,1.148148148,0.114695341,0.888888889,113.4287655,"PMA",-0.36118266,-159.9986063,21.8,"Deep","2015",19.77752358,"Mid",2,0.0221794835077832,1.70647633469809,-0.836175918967641,"NORTH",50.239685576,45.706069478,7.872099779,9.610910699,0,0,7.872099779,8.361438292,0,0,50.239685576,45.706069478,1.249472407,113.4287655
"269","1845962026",241,"JAR-00492","8769",0.687918804,0.653931358,0.505032692,0.268592,0.341018109,0.904953662,0.308486531,0.552064452,0.033134068,0.032527492,0.073225263,0.006258568,38,32,1.1875,0.133223684,0.84375,91.24146677,"PMA",-0.3708135,-160.01,11.95,"Mid","2015",35.04732453,"High",32.5,1.23682844180996,0.143655983591981,1.62734382367604,"WEST",35.112726597,37.968926743,8.013123504,10.146689927,0,1.325228762,8.013123504,7.571988758,0,0,35.112726597,37.968926743,1.249472407,91.24146677
"270","1845962027",190,"JAR-00430","8764",0.751849416,0.801689897,0.704173143,0.305305,0.41025949,0.959874549,0.351445127,0.712415368,-0.237492382,0.112712453,-0.016476906,0.008409227,52,44,1.181818182,0.129370629,0.840909091,463.6024092,"JMM",-0.3632754,-160.005,21.1,"Deep","2015",31.17734817,"High",22.5,0.928987968334235,1.59541295949258,0.819632432645325,"WEST",142.944808546,234.810194324,23.60334231,62.244063979,0,1.398311558,23.60334231,58.488466542,0,0,142.944808546,234.810194324,2.357285879,463.6024092
"271","1845962028",303,"JAR-00593","8768",0.496292945,0.527195628,0.719303279,0.530714,0.132416715,0.801309906,0.284741402,0.452921996,0.025018107,0.03962888,-0.115998949,0.036562725,34,28,1.214285714,0.138655462,0.785714286,57.17831923,"PMA",-0.3626839,-159.9976,4.25,"Shallow","2015",16.19408801,"Mid",5,-0.26286786560278,-1.07804114366863,-0.593862501658426,"NORTH",4.181290105,7.711378317,27.349962944,17.935687865,0,0.129411342,27.349962944,17.438216717,0,0,4.181290105,7.711378317,0.368059806,57.17831923
"272","1845962029",275,"JAR-00532","8771",0.64829398,0.629436775,0.800465127,0.468293,0.253213893,0.79694977,0.314297533,0.515801324,-0.029417642,0.011671381,-0.040465713,0.046080445,30,27,1.111111111,0.088888889,0.888888889,85.35369985,"KSM",-0.3633374,-160.0047,3.05,"Shallow","2015",30.62560118,"High",3.5,0.885098797228186,-1.26843550116379,-0.715019210313033,"WEST",15.223517355,3.275179831,46.282730278,20.572272389,0,1.47033516,46.282730278,19.101937229,0,0,15.223517355,3.275179831,0,85.35369985
"273","1845962030",182,"JAR-00423","8766",0.825467462,0.806190255,0.939989225,0.322723,0.391536521,0.928503147,0.463307579,0.699945968,-0.20479999,-0.049983649,0.010985505,-0.024351521,42,37,1.135135135,0.106177606,0.891891892,210.3525154,"JMM",-0.36118266,-159.9986063,21.8,"Deep","2015",19.77752358,"Mid",2,0.0221794835077832,1.70647633469809,-0.836175918967641,"NORTH",131.616472211,53.859843625,19.338030887,5.538168677,0,0,19.338030887,3.875120904,0,0,131.616472211,53.859843625,1.663047773,210.3525154
"274","1845962031",193,"JAR-00434","8772",0.688710023,0.684845287,0.732568763,0.517371,0.370561799,0.937356578,0.375610879,0.566880975,-0.042177534,-0.063987839,0.093419734,0.031215881,36,32,1.125,0.100694444,0.90625,78.91142559,"KCL",-0.36170888,-160.0028816,24.85,"Deep","2015",25.61897621,"Mid",6,0.486842669048587,2.19039532666495,-0.513091362555355,"NORTH",53.206793506,15.525197878,3.753619535,6.425814666,0,0.07779247,3.753619535,5.919453161,0,0,53.206793506,15.525197878,0.428569035,78.91142559
"275","1845962032",299,"JAR-00572","8767",0.67191024,0.624701215,0.772632851,0.457316,0.287041498,0.888612865,0.323097375,0.535141954,-0.020305725,0.04639407,-0.028170494,0.064763877,45,38,1.184210526,0.126900585,0.815789474,135.7964669,"JMM",-0.3622187,-159.9958,10.5,"Mid","2015",19.13929218,"Mid",5,-0.0285891615914011,-0.0864038650480045,-0.593862501658426,"NORTH",34.42069486,37.319166486,36.529361661,27.527243865,0,3.863036623,36.529361661,22.414734835,0,0,34.42069486,37.319166486,1.249472407,135.7964669
"276","1845962033",206,"JAR-00449","8774",0.753104607,0.730826651,0.991036097,0.433812,0.312253953,0.944042909,0.357300731,0.631548309,-0.094881334,0.145443774,0.006260185,0.029230124,40,35,1.142857143,0.110714286,0.885714286,124.8761473,"EC",-0.3655593,-159.9827,13.25,"Mid","2015",15.22141132,"Mid",23.5,-0.34024023817934,0.349916537545071,0.900403571748396,"EAST",30.7294627,63.889324663,11.529639681,18.72772026,0,0.75776441,11.529639681,16.01631814,1.313907838,0,30.7294627,63.889324663,0.639729872,124.8761473
"277","1845962034",194,"JAR-00434","8772",0.743485201,0.710140616,0.859336047,0.568484,0.44070929,0.870616124,0.323342098,0.585063231,-0.084314177,0.053310759,-0.016781974,-0.023911827,36,33,1.090909091,0.078282828,0.939393939,131.3960254,"KSM",-0.36170888,-160.0028816,24.85,"Deep","2015",25.61897621,"Mid",6,0.486842669048587,2.19039532666495,-0.513091362555355,"NORTH",53.529901032,47.810434865,19.003331448,11.052358078,0,0.119138594,19.003331448,9.495232928,0,0,53.529901032,47.810434865,1.437986556,131.3960254
"278","1845962035",242,"JAR-00492","8769",0.72288444,0.662606613,0.546949865,0.287732,0.250254216,0.910952949,0.26551147,0.567571943,-0.021308066,0.079025473,-0.019034834,-0.004583376,41,35,1.171428571,0.12543554,0.857142857,114.2746098,"JMM",-0.3708135,-160.01,11.95,"Mid","2015",35.04732453,"High",32.5,1.23682844180996,0.143655983591981,1.62734382367604,"WEST",25.97293839,47.145013315,18.377650201,22.779007855,0,0.559004454,18.377650201,19.514409032,1.456121962,0,25.97293839,47.145013315,1.249472407,114.2746098
"279","1845962036",281,"JAR-00540","8770",0.803381818,0.821472696,0.848383528,0.110094,0.503295412,0.96039934,0.442445947,0.733093714,-0.257066217,0.034641627,0.004855222,-0.043367938,50,43,1.162790698,0.117209302,0.837209302,299.1976301,"KCL",-0.3664748,-160.0069,23.25,"Deep","2015",35.45285642,"High",15,1.26908681173631,1.93653618333807,0.213848889372289,"WEST",135.76117674,124.96507364,18.763287385,19.708092297,0,0.377150818,18.763287385,17.041404791,0,0,135.76117674,124.96507364,2.289536688,299.1976301
